IP地址	端口	TLS	数据中心	地区	国际代码	国家	城市	网络延迟	下载速度MB/s
209.94.90.137	443	TRUE	LAX	北美洲	US	美国	洛杉矶	212 ms	9.74
45.205.0.67	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.74
170.153.144.84	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	9.74
160.153.138.158	2087	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	9.74
23.134.82.2	443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	9.74
216.221.213.177	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.74
199.34.228.246	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.74
216.221.221.219	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.74
199.34.229.56	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.74
135.84.64.222	443	TRUE	LAX	北美洲	US	美国	洛杉矶	218 ms	9.74
199.34.229.149	443	TRUE	LAX	北美洲	US	美国	洛杉矶	211 ms	9.74
161.145.150.204	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.74
170.153.144.224	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	9.73
135.84.67.31	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.73
45.202.113.102	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.73
135.84.74.65	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.73
45.202.113.141	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.73
199.68.156.197	443	TRUE	SJC	北美洲	US	美国	圣何塞	213 ms	9.73
208.86.168.186	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.73
135.84.74.237	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.73
160.123.255.238	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.73
170.153.144.212	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	9.73
135.84.74.238	443	TRUE	LAX	北美洲	US	美国	洛杉矶	219 ms	9.73
45.205.0.217	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	9.73
199.34.229.45	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.73
161.145.150.71	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.73
45.202.113.10	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.73
135.84.74.155	443	TRUE	LAX	北美洲	US	美国	洛杉矶	183 ms	9.73
158.224.83.76	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.73
135.84.64.145	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.73
160.123.255.150	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.73
161.145.150.79	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.73
45.202.113.102	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.73
199.34.228.36	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.73
199.34.228.31	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.73
135.84.75.132	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.73
199.34.228.251	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.73
160.153.137.6	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	9.73
170.153.144.161	443	TRUE	SJC	北美洲	US	美国	圣何塞	213 ms	9.73
135.84.75.167	443	TRUE	LAX	北美洲	US	美国	洛杉矶	183 ms	9.73
160.123.255.190	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.73
199.34.230.97	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.73
156.238.18.97	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.73
66.179.48.100	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	9.73
135.84.74.163	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	9.73
170.153.144.5	443	TRUE	SJC	北美洲	US	美国	圣何塞	214 ms	9.73
209.94.90.223	443	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	9.72
170.153.144.31	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	9.72
135.84.73.32	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.72
209.208.226.219	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.72
135.84.74.193	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.72
209.208.226.190	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.72
162.68.207.23	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.72
45.205.0.39	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.72
160.153.1.3	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	9.72
45.202.113.16	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.72
209.102.207.134	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	9.72
199.34.230.180	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.72
109.176.239.88	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	9.72
158.224.90.177	443	TRUE	LAX	北美洲	US	美国	洛杉矶	181 ms	9.72
199.34.230.35	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.72
45.202.113.129	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.72
199.34.228.198	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.72
209.102.207.49	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	9.72
45.202.113.15	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.72
199.34.228.22	443	TRUE	LAX	北美洲	US	美国	洛杉矶	244 ms	9.72
199.34.228.44	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.72
135.84.74.243	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.72
161.145.150.55	443	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	9.72
199.68.156.76	443	TRUE	SJC	北美洲	US	美国	圣何塞	211 ms	9.72
135.84.74.92	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.72
135.84.75.205	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.72
45.205.0.89	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.72
192.0.54.54	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.72
135.84.79.114	443	TRUE	LAX	北美洲	US	美国	洛杉矶	212 ms	9.72
109.176.239.225	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	9.72
45.205.0.208	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	212 ms	9.72
135.84.75.177	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.72
209.208.226.199	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.71
199.34.230.154	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.71
209.102.207.50	443	TRUE	SJC	北美洲	US	美国	圣何塞	209 ms	9.71
209.102.207.245	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	9.71
45.205.0.210	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	9.71
199.34.228.116	443	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.71
156.238.18.109	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	9.71
209.94.90.36	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.71
209.94.90.85	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.71
161.145.150.99	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.71
135.84.73.142	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.71
45.202.113.191	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.71
45.202.113.98	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	182 ms	9.71
135.84.76.106	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.71
192.206.179.245	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	9.71
209.94.90.194	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.71
216.221.213.184	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.71
170.153.144.64	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	9.71
199.34.228.242	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.71
199.34.230.226	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.71
162.67.6.48	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	263 ms	9.71
135.84.73.113	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.71
192.206.179.194	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	9.71
135.84.72.105	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.71
170.153.144.215	443	TRUE	SJC	北美洲	US	美国	圣何塞	228 ms	9.71
192.206.179.145	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	9.71
66.179.48.170	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	9.71
199.34.230.148	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	211 ms	9.71
66.179.48.180	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	9.71
199.34.230.129	443	TRUE	LAX	北美洲	US	美国	洛杉矶	211 ms	9.71
208.86.169.55	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.71
45.205.0.108	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.71
199.34.230.17	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	9.71
45.202.113.77	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.7
199.34.230.67	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.7
45.202.113.210	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	213 ms	9.7
135.84.75.21	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.7
45.202.113.37	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.7
160.22.52.210	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	9.7
135.84.74.120	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.7
45.202.113.136	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.7
109.176.239.171	443	TRUE	SJC	北美洲	US	美国	圣何塞	160 ms	9.7
160.123.255.220	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.7
142.171.131.17	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	9.7
209.94.90.2	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.7
135.84.74.110	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.7
199.34.228.34	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	9.7
45.205.0.105	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.7
209.94.90.116	443	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.7
45.202.113.119	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.7
109.176.239.24	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	9.7
160.153.1.190	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	9.7
199.34.230.115	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.7
216.221.209.202	443	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.7
135.84.79.12	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.7
199.34.230.16	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.7
45.205.0.83	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.7
160.153.137.172	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	9.7
45.202.113.47	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.7
209.208.227.118	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.7
199.34.228.123	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.7
135.84.75.72	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.7
216.24.57.253	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.7
135.84.73.130	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.7
199.34.228.94	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.7
199.34.228.111	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.7
135.84.74.151	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.7
209.94.90.233	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.7
161.145.150.89	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.7
160.123.255.19	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	9.7
109.176.239.46	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	9.7
162.68.208.99	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.69
160.153.1.206	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	9.69
161.145.150.244	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.69
66.179.48.240	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	9.69
170.153.144.141	443	TRUE	SJC	北美洲	US	美国	圣何塞	233 ms	9.69
199.34.228.224	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.69
209.94.90.220	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.69
216.221.221.136	443	TRUE	LAX	北美洲	US	美国	洛杉矶	187 ms	9.69
135.84.76.102	443	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.69
199.34.230.173	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.69
160.153.138.0	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	9.69
209.94.90.29	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.69
135.84.67.38	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.69
156.238.18.13	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.69
156.238.19.43	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.69
45.202.113.182	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.69
135.84.76.74	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.69
45.202.113.112	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	9.69
208.86.168.210	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.69
199.34.228.229	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.69
45.205.0.127	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.69
199.34.230.143	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.69
209.208.227.14	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.69
209.94.90.41	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.69
45.202.113.224	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.69
135.84.73.252	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.68
160.153.138.4	2053	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	9.68
158.224.38.16	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.68
45.202.113.230	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.68
156.238.18.174	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.68
170.153.144.70	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	9.68
135.84.73.9	443	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.68
135.84.64.102	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.68
160.153.1.42	443	TRUE	SJC	北美洲	US	美国	圣何塞	173 ms	9.68
45.202.113.251	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.68
192.206.179.103	443	TRUE	SJC	北美洲	US	美国	圣何塞	163 ms	9.68
216.221.214.65	443	TRUE	LAX	北美洲	US	美国	洛杉矶	219 ms	9.68
208.86.168.70	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.68
109.176.239.47	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	9.68
199.34.230.163	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.68
135.84.73.28	443	TRUE	LAX	北美洲	US	美国	洛杉矶	205 ms	9.68
45.202.113.13	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	9.68
199.34.230.16	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.68
45.205.0.21	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.68
160.123.255.175	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.68
209.94.90.251	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	9.68
45.202.113.254	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.68
199.34.228.246	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.68
208.86.168.141	443	TRUE	LAX	北美洲	US	美国	洛杉矶	187 ms	9.68
156.238.18.146	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.68
160.22.52.174	443	TRUE	SJC	北美洲	US	美国	圣何塞	186 ms	9.68
45.202.113.196	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	9.68
135.84.76.118	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.68
45.202.113.66	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.68
209.94.90.48	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.68
135.84.74.94	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.68
45.202.113.205	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.68
160.153.138.33	2053	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	9.67
199.34.229.38	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.67
208.86.169.248	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.67
158.224.83.217	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.67
135.84.75.75	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.67
135.84.79.39	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.67
199.34.229.1	443	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.67
199.34.228.220	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.67
208.86.168.23	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.67
216.221.213.185	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.67
45.202.113.116	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.67
135.84.74.228	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	9.67
135.84.64.134	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.67
45.202.113.108	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.67
199.34.228.5	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	225 ms	9.67
63.141.128.52	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.67
209.208.226.22	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.67
199.34.228.93	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.67
199.34.228.11	443	TRUE	LAX	北美洲	US	美国	洛杉矶	220 ms	9.67
192.0.54.51	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.67
45.205.0.58	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.67
209.102.207.21	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	9.67
160.153.1.221	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	9.67
135.84.64.198	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.67
209.102.207.97	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	9.67
199.34.230.112	443	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	9.67
199.34.229.0	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.67
109.176.239.166	443	TRUE	SJC	北美洲	US	美国	圣何塞	173 ms	9.67
199.34.230.51	443	TRUE	LAX	北美洲	US	美国	洛杉矶	215 ms	9.67
135.84.74.19	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.67
199.34.228.30	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.67
160.153.137.17	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	9.67
160.123.255.44	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.67
199.34.229.122	443	TRUE	LAX	北美洲	US	美国	洛杉矶	236 ms	9.67
74.48.140.177	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.67
52.35.114.64	443	TRUE	PDX	北美洲	US	美国	波特兰	218 ms	9.67
160.153.138.98	2096	TRUE	SJC	北美洲	US	美国	圣何塞	235 ms	9.66
199.34.230.13	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.66
160.153.138.41	2087	TRUE	SJC	北美洲	US	美国	圣何塞	199 ms	9.66
199.34.228.182	443	TRUE	LAX	北美洲	US	美国	洛杉矶	186 ms	9.66
135.84.79.132	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	9.66
209.94.90.212	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.66
209.208.226.196	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.66
209.208.227.119	443	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	9.66
135.84.67.29	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.66
209.94.90.102	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.66
199.34.230.56	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.66
216.24.57.206	443	TRUE	LAX	北美洲	US	美国	洛杉矶	185 ms	9.66
135.84.73.133	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.66
216.221.210.147	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.66
161.145.150.208	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.66
160.153.1.135	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	9.66
135.84.76.129	443	TRUE	LAX	北美洲	US	美国	洛杉矶	212 ms	9.66
199.34.229.133	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	9.66
109.176.239.92	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	9.66
135.84.72.42	443	TRUE	LAX	北美洲	US	美国	洛杉矶	186 ms	9.66
135.84.73.139	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.66
199.34.228.34	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	9.66
135.84.75.70	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.66
156.238.18.13	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.66
135.84.75.116	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.66
135.84.64.66	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.66
216.221.221.172	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.66
199.34.230.99	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	9.66
216.221.221.179	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.66
199.34.228.222	443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	9.66
162.67.6.48	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	9.66
160.153.137.146	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	9.66
199.68.156.147	443	TRUE	SJC	北美洲	US	美国	圣何塞	206 ms	9.66
199.34.230.166	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	9.66
216.24.57.239	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.66
160.153.138.158	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	9.66
199.107.164.86	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	9.66
109.176.239.127	443	TRUE	SJC	北美洲	US	美国	圣何塞	191 ms	9.66
208.86.169.223	443	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	9.66
199.34.228.132	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.66
161.145.150.54	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.66
160.123.255.254	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	9.66
160.123.255.208	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.66
45.205.0.66	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.66
135.84.74.84	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.65
161.145.150.48	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	9.65
199.34.228.64	443	TRUE	LAX	北美洲	US	美国	洛杉矶	186 ms	9.65
208.86.168.188	443	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	9.65
170.153.144.199	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	9.65
199.34.230.8	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	9.65
45.202.113.163	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	9.65
209.208.226.30	443	TRUE	LAX	北美洲	US	美国	洛杉矶	233 ms	9.65
208.86.168.228	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	9.65
199.34.229.135	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	9.65
199.34.229.27	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	9.65
156.238.18.201	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	9.65
135.84.64.248	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	9.65
199.107.164.57	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	9.65
199.34.229.7	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.65
109.176.239.62	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	9.65
156.238.18.115	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	9.65
209.102.207.243	443	TRUE	SJC	北美洲	US	美国	圣何塞	222 ms	9.65
45.202.113.67	443	TRUE	LAX	北美洲	US	美国	洛杉矶	210 ms	9.65
199.34.228.42	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	9.65
45.202.113.65	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	9.65
156.238.18.126	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	9.65
135.84.75.91	443	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	9.65
